post_id,post_timestamp,comment_id,comment_timestamp,comment_username,comment_text,comment_scrape_date,comment_user_id,comment_like_count,comment_reply_count,comment_did_report_as_spam,comment_hashtags,comment_mentions,reply_id,reply_timestamp,reply_username,reply_text,reply_scrape_date,reply_user_id,reply_like_count,reply_hashtags,reply_mentions,text_for_analysis,sentiment_label,sentiment_score,toxicity_toxicity,toxicity_severe_toxicity,toxicity_obscene,toxicity_identity_attack,toxicity_insult,toxicity_threat,toxicity_sexual_explicit,misogyny_label,misogyny_score
3467054456850989085,2024-09-28T12:07:07.000Z,17906120364019665,,hezzatayethatsme,,,,,,,,,1.845948566805268e+16,2024-10-13T19:19:42.000Z,hezzatayethatsme,@calahonda12 is your need to reply for attention or due to insecurity?,2025-04-01T10:59:47.304Z,5704969607.0,0.0,[],['@calahonda12'],@calahonda12 is your need to reply for attention or due to insecurity?,negative,0.6590813994407654,0.0015644618542864919,1.5309658920159563e-05,0.0001217787794303149,0.00011301410268060863,0.0007104976684786379,2.5226814614143223e-05,1.769030131981708e-05,LABEL_0,0.9999724626541138
3467054456850989085,2024-09-28T12:07:07.000Z,18019343978273324,2024-09-28T19:58:10.000Z,corpen70,Fantastic music. Who are the other 12 MSPs? Trying to Google this. Great trivia question.,2025-04-01T10:59:47.304Z,6265325637.0,1.0,0.0,False,[],[],,,,,,,,,,Fantastic music. Who are the other 12 MSPs? Trying to Google this. Great trivia question.,positive,0.8541897535324097,0.000344749161740765,2.3484704797738232e-05,0.00013265303277876228,9.072501416085288e-05,0.00018926500342786312,2.9440318030538037e-05,2.1341553292586468e-05,LABEL_0,0.999962329864502
3467054456850989085,2024-09-28T12:07:07.000Z,18018961538271724,2024-09-28T12:18:00.000Z,lleddewalegna,Here's hoping we'll manage to become an Independent Country in the next 25 years.  Hopefully I'll still be around to see that💙🏴󠁧󠁢󠁳󠁣󠁴󠁿💙,2025-04-01T10:59:47.304Z,24097906706.0,25.0,0.0,False,[],[],,,,,,,,,,Here's hoping we'll manage to become an Independent Country in the next 25 years.  Hopefully I'll still be around to see that💙🏴󠁧󠁢󠁳󠁣󠁴󠁿💙,positive,0.8985852003097534,0.0003138710162602365,5.0045837269863114e-05,0.0003188060945831239,0.00012420084385666996,0.00020220289297867566,6.662306986982003e-05,4.549868026515469e-05,LABEL_0,0.9999536275863647
3467054456850989085,2024-09-28T12:07:07.000Z,17933203877923046,2024-09-29T02:05:26.000Z,ryannmcshane,"That parliament is not what it is without you and what you’ve done for it. I’ve been around for some of it and seen your impact. 1000 voices, the care review, the promise, UNCRC the list could go on! I’m with you always. Sending you my love xx",2025-04-01T10:59:47.304Z,1788577690.0,4.0,0.0,False,[],[],,,,,,,,,,"That parliament is not what it is without you and what you’ve done for it. I’ve been around for some of it and seen your impact. 1000 voices, the care review, the promise, UNCRC the list could go on! I’m with you always. Sending you my love xx",positive,0.7345591187477112,0.0004650740884244442,2.1538653527386487e-05,0.00017410251894034445,6.498000584542751e-05,0.00020423118257895112,3.154447767883539e-05,2.4046888938755728e-05,LABEL_0,0.999964714050293
3467054456850989085,2024-09-28T12:07:07.000Z,18281154640215556,2024-09-28T17:48:10.000Z,mikephoto2020,👏🏴󠁧󠁢󠁳󠁣󠁴󠁿👏,2025-04-01T10:59:47.304Z,29185975028.0,1.0,0.0,False,[],[],,,,,,,,,,👏🏴󠁧󠁢󠁳󠁣󠁴󠁿👏,positive,0.5649625658988953,0.0006108719971962273,2.745207711996045e-05,0.00020452348690014333,0.00011707464000210166,0.00037701218388974667,4.501994408201426e-05,2.540866807976272e-05,LABEL_0,0.9999610185623169
3467054456850989085,2024-09-28T12:07:07.000Z,17996852828691419,2024-09-28T12:20:56.000Z,elainealba16,That's a gorgeous photo of you & Humza! 🩵🏴󠁧󠁢󠁳󠁣󠁴󠁿,2025-04-01T10:59:47.304Z,269132000.0,5.0,0.0,False,[],[],,,,,,,,,,That's a gorgeous photo of you & Humza! 🩵🏴󠁧󠁢󠁳󠁣󠁴󠁿,positive,0.9396719932556152,0.0010316446423530579,4.6497807488776743e-05,0.0004429516848176718,0.0001826126390369609,0.0003762687847483903,5.3478783229365945e-05,3.698095679283142e-05,LABEL_0,0.9999704360961914
3467054456850989085,2024-09-28T12:07:07.000Z,18018308435302268,2024-09-28T14:01:18.000Z,slind1962,It was an honour to have you lead Scotland through the worst of times. Thank you.,2025-04-01T10:59:47.304Z,41318761.0,24.0,0.0,False,[],[],,,,,,,,,,It was an honour to have you lead Scotland through the worst of times. Thank you.,positive,0.8660932183265686,0.0005498776445165277,2.136961484211497e-05,0.00013592522009275854,8.827151759760454e-05,0.00020455470075830817,2.8029542590957135e-05,1.9589522707974538e-05,LABEL_0,0.9999479055404663
3467054456850989085,2024-09-28T12:07:07.000Z,18012967973556331,2024-09-28T18:40:56.000Z,kennynorah,And a fantastic job you've done too 👏👏👏,2025-04-01T10:59:47.304Z,7442741035.0,2.0,0.0,False,[],[],,,,,,,,,,And a fantastic job you've done too 👏👏👏,positive,0.9347906112670898,0.0005726614617742598,2.8582115191966295e-05,0.00020772061543539166,0.00010476981697138399,0.00017395848408341408,6.033326280885376e-05,3.199993079761043e-05,LABEL_0,0.9999707937240601
3467054456850989085,2024-09-28T12:07:07.000Z,18023819690186184,2024-09-28T16:26:36.000Z,arlene.phillips.1217,♥️♥️🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿,2025-04-01T10:59:47.304Z,6845218819.0,2.0,0.0,False,[],[],,,,,,,,,,♥️♥️🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿,positive,0.7046137452125549,0.0010800965828821063,0.0030916284304112196,0.027457844465970993,0.002848376054316759,0.01710440218448639,0.0015227376716211438,0.0007590283057652414,LABEL_0,0.9999605417251587
3467054456850989085,2024-09-28T12:07:07.000Z,17868183942229800,2024-10-13T02:19:08.000Z,lynnlrobertson,RIP alex salmond,2025-04-01T10:59:47.304Z,40586965.0,1.0,0.0,False,[],[],,,,,,,,,,RIP alex salmond,negative,0.6769123673439026,0.0003549684479366988,6.606392707908526e-05,0.00038621469866484404,0.0001512109738541767,0.0003340501571074128,7.675521192140877e-05,3.6810342862736434e-05,LABEL_0,0.9999727010726929
3467054456850989085,2024-09-28T12:07:07.000Z,17928295178953598,2024-09-28T16:07:46.000Z,caitrionav,Loving that you ignored the unelected ‘head of state’. You’re a star.,2025-04-01T10:59:47.304Z,3561330398.0,5.0,0.0,False,[],[],,,,,,,,,,Loving that you ignored the unelected ‘head of state’. You’re a star.,positive,0.8910589218139648,0.012676600366830826,1.569034247950185e-05,0.00031825521728023887,9.514715929981321e-05,0.006855951622128487,3.714779086294584e-05,6.295352068264037e-05,LABEL_0,0.9999635219573975
3467054456850989085,2024-09-28T12:07:07.000Z,18069373759606893,2024-09-29T12:32:27.000Z,southmelbourneboys,You are and will always be one of the biggest forces of Scottish political history! Take your place. 💙,2025-04-01T10:59:47.304Z,40008470572.0,6.0,0.0,False,[],[],,,,,,,,,,You are and will always be one of the biggest forces of Scottish political history! Take your place. 💙,positive,0.8628473281860352,0.001010480453260243,1.8016546164290048e-05,0.00014258772716857493,9.894173126667738e-05,0.00035073739127255976,3.390422716620378e-05,2.3352693460765295e-05,LABEL_0,0.9999604225158691
3467054456850989085,2024-09-28T12:07:07.000Z,17903865021040488,2024-09-28T19:32:52.000Z,dundeewumin,Why did none of the labour MSPs wear roses/thistles or even anything vaguely Scottish? Anyone would think they were ashamed to be associated with Scotland or the Scottish Parliament 🤔,2025-04-01T10:59:47.304Z,1603950238.0,10.0,0.0,False,[],[],,,,,,,,,,Why did none of the labour MSPs wear roses/thistles or even anything vaguely Scottish? Anyone would think they were ashamed to be associated with Scotland or the Scottish Parliament 🤔,negative,0.8915534615516663,0.0006242519011721015,2.342127299925778e-05,0.00017143548757303506,0.00011720992188202217,0.0002505154407117516,2.7254012820776552e-05,2.352846240682993e-05,LABEL_0,0.9999802112579346
3467054456850989085,2024-09-28T12:07:07.000Z,18022237538567198,2024-10-18T11:04:05.000Z,amber_lovatt_macleod,Justice will be served.,2025-04-01T10:59:47.304Z,6099585130.0,1.0,0.0,False,[],[],,,,,,,,,,Justice will be served.,neutral,0.42770490050315857,0.008747235871851444,0.00014674983685836196,0.00046992319403216243,0.00022645120043307543,0.0004691931535489857,0.008639332838356495,0.00023645935289096087,LABEL_0,0.9999254941940308
3467054456850989085,2024-09-28T12:07:07.000Z,18042686381074972,2024-09-28T16:05:04.000Z,eileen100000000000000000,Oh we miss you Nicola 🥲,2025-04-01T10:59:47.304Z,3758191084.0,1.0,0.0,False,[],[],,,,,,,,,,Oh we miss you Nicola 🥲,negative,0.6751787662506104,0.012472826056182384,0.00012587109813466668,0.001698212930932641,0.0007078993367031217,0.0012924260227009654,0.0002891426847781986,8.505490404786542e-05,LABEL_0,0.9999547004699707
3467054456850989085,2024-09-28T12:07:07.000Z,18306402253161024,2024-09-28T12:33:47.000Z,lesdsharp,A real achievement for our country but one which is much poorer without you at the helm,2025-04-01T10:59:47.304Z,6133068087.0,6.0,0.0,False,[],[],,,,,,,,,,A real achievement for our country but one which is much poorer without you at the helm,negative,0.5227563977241516,0.0044677164405584335,1.8238932170788758e-05,0.00027677256730385125,0.00012491013330873102,0.0020903204567730427,4.3732365156756714e-05,2.9408976843114942e-05,LABEL_0,0.9999700784683228
3467054456850989085,2024-09-28T12:07:07.000Z,18032753849252786,2024-09-28T12:41:46.000Z,fionac_56,"One day it'll be an independent Scotland and not a devolved one, hopefully sooner rather than later #stillyes #scottishindependence 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",2025-04-01T10:59:47.304Z,4244248049.0,22.0,1.0,False,"['#stillyes', '#scottishindependence']",[],,,,,,,,,,"One day it'll be an independent Scotland and not a devolved one, hopefully sooner rather than later #stillyes #scottishindependence 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",neutral,0.35933199524879456,0.0002683947968762368,3.229497451684438e-05,0.00016873479762580246,9.837049583438784e-05,0.0001692047662800178,3.657516572275199e-05,3.163376823067665e-05,LABEL_0,0.9999630451202393
3467054456850989085,2024-09-28T12:07:07.000Z,18032753849252786,,fionac_56,,,,,,,,,1.8022080290445704e+16,2024-09-30T20:15:01.000Z,audpat01,A lot of them were in day wear kilt outfit although not all chose to wear a  buttonhole,2025-04-01T10:59:47.304Z,56795352843.0,0.0,[],[],A lot of them were in day wear kilt outfit although not all chose to wear a  buttonhole,neutral,0.5983059406280518,0.004627035930752754,1.1097377864643931e-05,0.00013102692901156843,0.00020844319078605622,0.0016946813557296991,3.163841392961331e-05,3.2112307962961495e-05,LABEL_0,0.9999750852584839
3467054456850989085,2024-09-28T12:07:07.000Z,18458724247013717,2024-09-28T21:46:35.000Z,t_j_jazzyjephcott_,Stewart’s white rose,2025-04-01T10:59:47.304Z,10958394963.0,1.0,0.0,False,[],[],,,,,,,,,,Stewart’s white rose,neutral,0.6797388792037964,0.0020539546385407448,6.59216966596432e-05,0.00027874732040800154,0.0007279241108335555,0.0006846612086519599,6.725135608576238e-05,4.8570971557637677e-05,LABEL_0,0.9999755620956421
3467054456850989085,2024-09-28T12:07:07.000Z,18064656733653774,2024-10-12T17:25:56.000Z,carlabenzeie14yahoo.co.uk,So am sure ur shocked @ todays News ex first Minster Alex salmon has died today from a heart attack  nicola,2025-04-01T10:59:47.304Z,65829764117.0,0.0,2.0,False,[],[],,,,,,,,,,So am sure ur shocked @ todays News ex first Minster Alex salmon has died today from a heart attack  nicola,negative,0.9145352840423584,0.001821409328840673,1.8298165741725825e-05,7.788470247760415e-05,0.0001625797594897449,0.0003172092547174543,0.0001061365837813355,1.879356750578154e-05,LABEL_0,0.9999727010726929
3467054456850989085,2024-09-28T12:07:07.000Z,18064656733653774,,carlabenzeie14yahoo.co.uk,,,,,,,,,1.7879669289153612e+16,2024-10-13T09:20:49.000Z,calahonda12,@carlabenzeie14yahoo.co.uk because she took what she wanted when it suited her … lowest of the low,2025-04-01T10:59:47.304Z,37439688.0,2.0,[],['@carlabenzeie14yahoo.co.uk'],@carlabenzeie14yahoo.co.uk because she took what she wanted when it suited her … lowest of the low,neutral,0.5153029561042786,0.0009547758963890374,2.2453867131844163e-05,0.00023516475630458444,8.05162126198411e-05,0.0004203759890515357,4.432344212546013e-05,4.466944301384501e-05,LABEL_0,0.9999055862426758
3467054456850989085,2024-09-28T12:07:07.000Z,18064656733653774,,carlabenzeie14yahoo.co.uk,,,,,,,,,1.7942155811867134e+16,2024-10-18T21:19:03.000Z,toner.alan,@carlabenzeie14yahoo.co.uk something fishy about that,2025-04-01T10:59:47.304Z,6958994955.0,1.0,[],['@carlabenzeie14yahoo.co.uk'],@carlabenzeie14yahoo.co.uk something fishy about that,negative,0.6419501900672913,0.0008983389707282186,2.7653768484015018e-05,0.0003200751089025289,0.00011184009781572968,0.0005215853452682495,2.663038503669668e-05,2.987647349073086e-05,LABEL_0,0.9999430179595947
3467054456850989085,2024-09-28T12:07:07.000Z,17875041342172919,2024-09-28T15:25:51.000Z,muir.sheena,"Wish you were still there, Nicola Sturgeon.",2025-04-01T10:59:47.305Z,3603826929.0,10.0,0.0,False,[],[],,,,,,,,,,"Wish you were still there, Nicola Sturgeon.",negative,0.4545412063598633,0.0005337762413546443,2.2553895178134553e-05,0.00014080990513321012,9.917002898873761e-05,0.0002054293581750244,3.7864650948904455e-05,2.1262183508952148e-05,LABEL_0,0.9999558925628662
3467054456850989085,2024-09-28T12:07:07.000Z,17847212814283982,2024-09-29T08:20:42.000Z,lindaaedawson,I was lucky enough to be invited to the riding and walked down the royal mile that day with such a feeling of pride and happiness. Highlights was passing Sean Connery and freezing when the queen passed me. A day in history I will never forget.,2025-04-01T10:59:47.305Z,42716177.0,3.0,0.0,False,[],[],,,,,,,,,,I was lucky enough to be invited to the riding and walked down the royal mile that day with such a feeling of pride and happiness. Highlights was passing Sean Connery and freezing when the queen passed me. A day in history I will never forget.,positive,0.8834296464920044,0.0007741964072920382,1.9566652554203756e-05,0.00017420464428141713,9.722288814373314e-05,0.00021547287178691477,3.547076994436793e-05,4.8340432840632275e-05,LABEL_0,0.9999604225158691
3467054456850989085,2024-09-28T12:07:07.000Z,17980008815743398,2024-09-30T16:17:36.000Z,lesleycullan,"Scotland, Highland Cathedral and Nicola Sturgeon…… All things that I am passionate and proud of! One day the people of Scotland will see through the WM lies and Scotland WILL be free. ❤️",2025-04-01T10:59:47.305Z,5811227820.0,3.0,0.0,False,[],[],,,,,,,,,,"Scotland, Highland Cathedral and Nicola Sturgeon…… All things that I am passionate and proud of! One day the people of Scotland will see through the WM lies and Scotland WILL be free. ❤️",positive,0.8801000118255615,0.00950931292027235,1.5846764654270373e-05,0.0001802153856260702,0.0009171138517558575,0.001850432949140668,6.140212644822896e-05,3.3075688406825066e-05,LABEL_0,0.999943733215332
3467054456850989085,2024-09-28T12:07:07.000Z,18072913441569942,2024-09-29T00:44:30.000Z,jeanmacl,Commitment from you thro thick and thin shows you're in politics for all the right reasons Nicola! Stay with us!! We need you xx,2025-04-01T10:59:47.305Z,1051389453.0,5.0,0.0,False,[],[],,,,,,,,,,Commitment from you thro thick and thin shows you're in politics for all the right reasons Nicola! Stay with us!! We need you xx,positive,0.7245956659317017,0.02222483791410923,4.26636979682371e-05,0.0012055850820615888,0.00022539400379173458,0.008757852017879486,0.00017386529361829162,0.0004689210909418762,LABEL_0,0.9999605417251587
3467054456850989085,2024-09-28T12:07:07.000Z,17881966542069496,2024-10-12T22:09:03.000Z,pagansympathiser,How was the flight back from North Macedonia?,2025-04-01T10:59:47.305Z,68265313418.0,1.0,0.0,False,[],[],,,,,,,,,,How was the flight back from North Macedonia?,neutral,0.8060997724533081,0.0003935665590688586,3.793353971559554e-05,0.0002290677366545424,0.0001470259012421593,0.00024547570501454175,5.476112710312009e-05,2.72875349764945e-05,LABEL_0,0.999975323677063
3467054456850989085,2024-09-28T12:07:07.000Z,18037309892277083,2024-09-28T19:29:33.000Z,carinacomic,Oh mo chreach. 😮,2025-04-01T10:59:47.305Z,1341620820.0,2.0,0.0,False,[],[],,,,,,,,,,Oh mo chreach. 😮,positive,0.7275505661964417,0.0013878648169338703,3.6167064536130056e-05,0.0005564672173932195,0.00011978769907727838,0.0005306933890096843,8.769286796450615e-05,5.178700666874647e-05,LABEL_0,0.9999513626098633
3467054456850989085,2024-09-28T12:07:07.000Z,18034752991997040,2024-09-28T14:30:42.000Z,adrianaartist,"Can I point out that the 'white rose"" that everyone is wearing is in fact an English rose!  The white rose of Scotland is the Burnet Rose. Does it matter? Well it did to Hugh MacDiarmid. 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿💙",2025-04-01T10:59:47.305Z,4115027624.0,3.0,0.0,False,[],[],,,,,,,,,,"Can I point out that the 'white rose"" that everyone is wearing is in fact an English rose!  The white rose of Scotland is the Burnet Rose. Does it matter? Well it did to Hugh MacDiarmid. 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿💙",neutral,0.4516751170158386,0.0017759654438123107,0.00011260898463660851,0.000451037340098992,0.00100718904286623,0.0006448611384257674,8.465380233246833e-05,6.873081292724237e-05,LABEL_0,0.9999641180038452
3467054456850989085,2024-09-28T12:07:07.000Z,17989880933710957,2024-10-13T09:21:54.000Z,calahonda12,Your ego came before your delightful fall,2025-04-01T10:59:47.305Z,37439688.0,2.0,0.0,False,[],[],,,,,,,,,,Your ego came before your delightful fall,neutral,0.3605940043926239,0.020132819190621376,2.6168447220698e-05,0.0005516083911061287,9.230636351276189e-05,0.01132940873503685,7.300364814000204e-05,0.00010872270649997517,LABEL_0,0.999956488609314
3467054456850989085,2024-09-28T12:07:07.000Z,17977961663772894,2024-10-08T18:43:58.000Z,corinholl,"hurricanes in Florida, coincidence?",2025-04-01T10:59:47.305Z,67952110717.0,3.0,2.0,False,[],[],,,,,,,,,,"hurricanes in Florida, coincidence?",neutral,0.6282933354377747,0.0009008199558593333,3.8536360079888254e-05,0.0004228247853461653,0.0001320102601312101,0.00047530396841466427,9.293494804296643e-05,6.232114537851885e-05,LABEL_0,0.9999752044677734
3467054456850989085,2024-09-28T12:07:07.000Z,17977961663772894,,corinholl,,,,,,,,,1.7870645784198036e+16,2024-10-08T18:44:14.000Z,billym.lds,@corinholl I think not,2025-04-01T10:59:47.305Z,20306639028.0,1.0,[],['@corinholl'],@corinholl I think not,neutral,0.5090598464012146,0.004287430085241795,1.334195530944271e-05,0.00015533019904978573,8.750725100981072e-05,0.003590805223211646,2.815709558490198e-05,1.7763706637197174e-05,LABEL_0,0.999970555305481
3467054456850989085,2024-09-28T12:07:07.000Z,17977961663772894,,corinholl,,,,,,,,,1.7845419333305232e+16,2024-10-08T18:45:40.000Z,riley_jenko_,@corinholl hold up his writing this is fire,2025-04-01T10:59:47.305Z,46178228922.0,0.0,[],['@corinholl'],@corinholl hold up his writing this is fire,positive,0.8093658685684204,0.01871773786842823,3.997900057584047e-05,0.0003251591988373548,0.00022938837355468422,0.00518966605886817,0.0011924351565539837,8.12751313787885e-05,LABEL_0,0.9999648332595825
3467054456850989085,2024-09-28T12:07:07.000Z,18019484858259525,2024-09-28T20:42:53.000Z,christine.garrity.5682,"You are so missed Nicola and wish you were still FM, how ever, I believe John Swinney will do a great job!",2025-04-01T10:59:47.305Z,44839543138.0,1.0,0.0,False,[],[],,,,,,,,,,"You are so missed Nicola and wish you were still FM, how ever, I believe John Swinney will do a great job!",positive,0.5593531131744385,0.0008429069421254098,1.788171357475221e-05,0.00016456238518003374,9.285203122999519e-05,0.00026914331829175353,3.5605822631623596e-05,2.6889405489782803e-05,LABEL_0,0.9999703168869019
3467054456850989085,2024-09-28T12:07:07.000Z,18034421003221372,2024-09-29T14:50:55.000Z,danielcollumb,Come back to the UK please🙏🙏,2025-04-01T10:59:47.305Z,69299223900.0,1.0,0.0,False,[],[],,,,,,,,,,Come back to the UK please🙏🙏,negative,0.37960442900657654,0.00038523570401594043,4.077444827998988e-05,0.00017790145648177713,0.00015950470697134733,0.00016399034939240664,5.307422179612331e-05,3.483727778075263e-05,LABEL_0,0.9999755620956421
3467054456850989085,2024-09-28T12:07:07.000Z,18038556605159543,2024-09-28T12:08:09.000Z,peterc771,👌🏻👊🏽,2025-04-01T10:59:47.305Z,31138032028.0,0.0,0.0,False,[],[],,,,,,,,,,👌🏻👊🏽,positive,0.559270977973938,0.0004581637040246278,6.843591836513951e-05,0.0003951634280383587,0.0001759445876814425,0.0004632401105482131,7.439359615091234e-05,4.0804316085996106e-05,LABEL_0,0.9999700784683228
3467054456850989085,2024-09-28T12:07:07.000Z,17860950792248301,2024-09-29T08:09:50.000Z,sigurdardottirlilja,Congratulations on the 25 years!,2025-04-01T10:59:47.305Z,1104301621.0,0.0,0.0,False,[],[],,,,,,,,,,Congratulations on the 25 years!,positive,0.9327632188796997,0.0004387990920804441,3.225570253562182e-05,0.00027830040198750794,8.785649697529152e-05,0.0003327917365822941,4.332403841544874e-05,3.1215749913826585e-05,LABEL_0,0.9999774694442749
3467054456850989085,2024-09-28T12:07:07.000Z,18038980064318653,2024-09-30T18:00:40.000Z,avril.williamson.188,Who did you select for your Commu ity Champion?,2025-04-01T10:59:47.305Z,10013832186.0,0.0,0.0,False,[],[],,,,,,,,,,Who did you select for your Commu ity Champion?,neutral,0.649940550327301,0.0004890038399025798,1.5330668247770518e-05,9.969436359824613e-05,7.539466605521739e-05,0.00021679195924662054,2.447889346512966e-05,1.9040935512748547e-05,LABEL_0,0.9999715089797974
